,name,salary,link,url
99,Concept Artist (Locations)/Концепт-художник по локациям,,https://hh.ru/vacancy/42981485?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
100,Senior Game Designer (core gameplay),,https://hh.ru/vacancy/42930182?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
101,Middle Game Designer (core gameplay),,https://hh.ru/vacancy/42930366?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
102,Game UI/UX Specialist,,https://hh.ru/vacancy/42300252?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
103,UX Copywriter,,https://hh.ru/vacancy/42740933?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
104,"Game designer (Москва, Санкт-Петербург, Казань, Харьков, Минск, Гомель, Калуга, Обнинск)",,https://hh.ru/vacancy/39285621?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
105,Middle+ GameDev UX/UI designer (удаленно),,https://hh.ru/vacancy/42913291?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
106,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522391?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
107,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522392?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
108,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522393?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
109,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522394?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
110,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522395?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
111,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522396?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
112,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42522397?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
113,Middle/ Senior Game Designer,,https://hh.ru/vacancy/42838139?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
114,Middle/Senior Game Designer,,https://hh.ru/vacancy/38795281?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
115,Senior/Lead 3D Artist [возможен Remote],,https://hh.ru/vacancy/40397919?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
116,Project Manager (Feature),,https://hh.ru/vacancy/40934001?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
117,Unity Developer,,https://hh.ru/vacancy/42235106?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
118,Lead 2D Artist,,https://hh.ru/vacancy/38304928?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
119,Unity Game Developer,60 000-100 000 руб.,https://hh.ru/vacancy/42762038?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
120,Senior С# Developer (Unity 3D),от 100 000 руб.,https://hh.ru/vacancy/41546771?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
121,Junior С# Developer (Unity 3D),30 000-60 000 руб.,https://hh.ru/vacancy/40854578?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
122,Unity-разработчик (коммерческие фичи),,https://hh.ru/vacancy/42922279?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
123,Unity-разработчик (коммерческие фичи),,https://hh.ru/vacancy/42930132?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
124,Unity-разработчик (коммерческие фичи),,https://hh.ru/vacancy/42930308?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
125,Middle С# Developer (Unity 3D),60 000-100 000 руб.,https://hh.ru/vacancy/40748419?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
126,Senior Product Analyst (GameDev),,https://hh.ru/vacancy/42319120?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
127,Unreal Engine Game Developer,,https://hh.ru/vacancy/42516449?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
128,Senior Game Analyst,,https://hh.ru/vacancy/42925969?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
129,Контент-менеджер,,https://hh.ru/vacancy/42936452?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
130,UI/UX Designer,,https://hh.ru/vacancy/39907484?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
131,Project Manager (Flime by Gismart),,https://hh.ru/vacancy/42802417?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
132,Project Manager (Flime by Gismart),,https://hh.ru/vacancy/42802403?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
133,2D Animator,,https://hh.ru/vacancy/42325140?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
134,Product Manager,,https://hh.ru/vacancy/34198392?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
135,Игровой аналитик (Game Analyst),,https://hh.ru/vacancy/42934357?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
136,Product Manager - Cut the Rope IP,,https://hh.ru/vacancy/42426254?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
137,Senior QA Engineer (gamedev),,https://hh.ru/vacancy/41553886?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
138,2D Environment Artist,,https://hh.ru/vacancy/42870502?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
139,2D Animator (Casual),,https://hh.ru/vacancy/40495267?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
140,2D Animator (Casual),,https://hh.ru/vacancy/40495212?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
141,Комьюнити-менеджер // Копирайтер (Community Manager),от 30 000 руб.,https://hh.ru/vacancy/42807128?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
142,Project‎ Manager (Gamedev),,https://hh.ru/vacancy/41796436?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
143,2D Spine animator (Casual),,https://hh.ru/vacancy/41643254?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
144,2D Spine animator (Casual),,https://hh.ru/vacancy/41643255?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
145,2D Spine animator (Casual),,https://hh.ru/vacancy/41643256?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
146,UI Programmer (UE4/С++),,https://hh.ru/vacancy/41457415?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
147,2D Animator,,https://hh.ru/vacancy/41643257?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
148,Gamedev Producer / Продюсер (мобильные платформы),,https://hh.ru/vacancy/41516736?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
149,Data Analyst,,https://hh.ru/vacancy/42968740?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
150,Программист игровой логики,,https://hh.ru/vacancy/34285397?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
151,Game Analyst / Игровой аналитик,,https://hh.ru/vacancy/42431003?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
152,Unity developer / Unity программист,120 000-200 000 руб.,https://hh.ru/vacancy/42914540?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
153,"Middle/Senior Unity-разработчик (mobile gamedev проект), удаленно",до 3 000 EUR,https://hh.ru/vacancy/42967918?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
154,Client/Frontend/Gameplay UE4 C++ Developer,от 170 000 руб.,https://hh.ru/vacancy/42319612?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
155,Marketing Analyst,,https://hh.ru/vacancy/42751286?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
156,Marketing Analyst,,https://hh.ru/vacancy/42751347?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
157,Marketing Analyst,,https://hh.ru/vacancy/42751372?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
158,.Net Developer (Core-Gameplay),,https://hh.ru/vacancy/42488131?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
159,Unity3D/C# разработчик,,https://hh.ru/vacancy/41836682?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
160,Senior C# Developer ( Backend / Gamedev ),от 220 000 руб.,https://hh.ru/vacancy/40907096?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
161,Senior JavaScript Game Developer (Flime by Gismart),,https://hh.ru/vacancy/42553576?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
162,Recruiter,,https://hh.ru/vacancy/42562676?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
163,Senior JavaScript Game Developer (Flime by Gismart),,https://hh.ru/vacancy/42661714?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
164,Разработчик игр,,https://hh.ru/vacancy/41518672?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
165,Разработчик игр,,https://hh.ru/vacancy/41519480?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
166,Разработчик игр,,https://hh.ru/vacancy/41522997?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
167,Разработчик игр,,https://hh.ru/vacancy/41519408?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
168,Разработчик игр,,https://hh.ru/vacancy/41522916?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
169,Project Coordinator (Flime by Gismart),,https://hh.ru/vacancy/42807074?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
170,C# Developer/Architect (remote work),,https://hh.ru/vacancy/42629462?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
171,Senior server developer (C++/C#),от 240 000 руб.,https://hh.ru/vacancy/42775058?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
172,Программист TypeScript / JavaScript,100 000-300 000 руб.,https://hh.ru/vacancy/42554994?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
173,Tech Lead Developer Unity 3D С# / Ведущий программист-разработчик,,https://hh.ru/vacancy/40432973?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
174,IT-рекрутер,,https://hh.ru/vacancy/42323005?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
175,User Acquisition Manager,,https://hh.ru/vacancy/39224198?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
176,User Acquisition Manager,,https://hh.ru/vacancy/39224196?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
177,Middle to Senior Developer Unity 3D C# / Программист-разработчик,,https://hh.ru/vacancy/27059774?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
178,"Junior Гейм-дизайнер / game concept designer (mobile, hypercasual, casual)",30 000-30 000 руб.,https://hh.ru/vacancy/42853664?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
179,User Acquisition Manager,,https://hh.ru/vacancy/39238492?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
180,С++ разработчик на клиент мобильной игры (удаленно),,https://hh.ru/vacancy/42889808?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
181,"User Acquisition Manager (Москва, Санкт-Петербург, Минск, Казань или удаленно)",,https://hh.ru/vacancy/39238491?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
182,Junior Data Scientist,,https://hh.ru/vacancy/42783985?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
183,C++ Client Developer,,https://hh.ru/vacancy/42967327?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
184,Python Fullstack Разработчик,,https://hh.ru/vacancy/42969890?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
185,Big Data Engineer,,https://hh.ru/vacancy/41047393?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
186,3D художник / 3D artist (гипер-казуальные игры на Unity / hyper-casual games),50 000-80 000 руб.,https://hh.ru/vacancy/42546765?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
187,Старший гейм-дизайнер (Rush Royale),,https://hh.ru/vacancy/42834973?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
188,Game designer,50 000-100 000 руб.,https://hh.ru/vacancy/42835248?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
189,Game Designer,,https://hh.ru/vacancy/42828140?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
190,Game Designer/Level Designer,,https://hh.ru/vacancy/41992209?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
191,User Acquisition Manager,,https://hh.ru/vacancy/42854185?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
192,Senior Game Designer,,https://hh.ru/vacancy/41777458?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
193,"Senior Game Designer (MY.GAMES, студия SWAG MASHA)",,https://hh.ru/vacancy/42826040?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
194,Middle Game Designer (economy and monetization),,https://hh.ru/vacancy/42153890?query=%D0%93%D0%B5%D0%B9%D0%BC%20%D0%94%D0%B8%D0%B7%D0%B0%D0%B9%D0%BD%D0%B5%D1%80,https://hh.ru/search/vacancy
